  80       111000.jpg       111001.jpg   1      29.8691     4.8865     5.4145     5.8883     6.4422     5.2221     5.5621     5.8654     6.4309     5.2734     5.5594     5.9135     6.5005     5.3424     5.5797     5.8511     6.4493     5.3134     5.5864     5.8799     6.4589     5.3091     5.5729     5.8824     6.4523 
  81       111000.jpg       111002.jpg   1      33.8312     4.8030     5.3581     5.8378     6.3832     5.2266     5.5509     5.9066     6.4653     5.3182     5.5800     5.8876     6.4557     5.3032     5.5944     5.8369     6.4022     5.2429     5.6029     5.8993     6.4870     5.2577     5.5541     5.8762     6.4059 
  82       111001.jpg       111002.jpg   1       5.3126     4.7653     5.3431     5.8556     6.3550     5.2135     5.5717     5.8961     6.4527     5.2964     5.5577     5.8583     6.4313     5.2840     5.5929     5.8717     6.4195     5.2335     5.5976     5.8771     6.4343     5.3009     5.6197     5.8451     6.4312 
  83       111400.jpg       111401.jpg   1      72.7825     4.9116     5.3087     5.7950     6.3583     5.3495     5.5707     5.8620     6.4111     5.3234     5.5728     5.8802     6.4562     5.2914     5.5648     5.8948     6.4620     5.3206     5.5720     5.8668     6.4653     5.2427     5.5682     5.8788     6.4535 
  84       111800.jpg       111801.jpg   1      15.1344     4.9896     5.4028     5.7399     6.3268     5.3890     5.5865     5.8785     6.4122     5.3431     5.5782     5.8481     6.4230     5.3796     5.5984     5.7846     6.3805     5.3254     5.5474     5.8471     6.4252     5.3410     5.5836     5.8298     6.3738 
  85       112000.jpg       112001.jpg   1      32.8870     4.5214     4.9345     5.9015     6.4750     5.0356     5.4102     5.8635     6.4446     5.1875     5.5317     5.8627     6.4682     5.1590     5.4762     5.8682     6.4336     4.9695     5.3220     5.8354     6.3942     5.1073     5.4582     5.8614     6.4295 
  86       112100.jpg       112101.jpg   1       5.7680     5.2717     5.6199     5.7969     6.3954     5.4124     5.5803     5.8443     6.4079     5.4080     5.6227     5.8729     6.3771     5.4435     5.5822     5.9083     6.4778     5.4450     5.6098     5.8732     6.4487     5.4058     5.5953     5.8973     6.4501 
  87       112401.jpg       112402.jpg   1      89.7702     5.1281     5.3990     5.8558     6.4005     5.3414     5.5374     5.8663     6.4223     5.2551     5.5432     5.8745     6.4539     5.2595     5.5300     5.8722     6.4329     5.2560     5.5481     5.8901     6.4583     5.2426     5.5182     5.9071     6.4586 
  88       112403.jpg       112404.jpg   1       9.2222     4.5118     4.9787     5.8103     6.3933     5.0751     5.4876     5.7806     6.3857     5.0720     5.4697     5.8568     6.4391     5.1263     5.5164     5.8892     6.4068     5.0072     5.4431     5.8619     6.4245     5.1074     5.4754     5.8501     6.3955 
  89       112404.jpg       112407.jpg   1      31.2823     4.5402     4.9616     5.8592     6.4225     5.1447     5.5497     5.8556     6.4497     5.2456     5.5342     5.9037     6.4251     5.1952     5.5322     5.8559     6.4116     5.1173     5.5355     5.8826     6.4105     5.1887     5.5335     5.9059     6.4105 
  90       112405.jpg       112406.jpg   1      74.5198     4.6202     5.2041     5.8273     6.4004     5.1884     5.5542     5.8293     6.4081     4.9974     5.4515     5.8454     6.4023     5.2012     5.5139     5.8619     6.4044     5.1309     5.4841     5.8669     6.4169     5.1869     5.5381     5.8882     6.4290 
  91       112405.jpg       112407.jpg   1      62.2455     4.4428     5.0858     5.7392     6.3290     5.2025     5.5348     5.7950     6.3388     5.0091     5.3884     5.8172     6.3805     5.2189     5.5545     5.8219     6.3459     5.1114     5.5578     5.8423     6.3988     5.1483     5.5673     5.8350     6.3479 
  92       112406.jpg       112407.jpg   1      34.1453     4.3013     4.9381     5.8450     6.3974     5.0132     5.4880     5.8449     6.4274     4.8738     5.3581     5.8111     6.3453     5.1132     5.5297     5.8377     6.3991     5.0552     5.5596     5.8941     6.4184     4.9240     5.4449     5.8420     6.4336 
  93       112406.jpg       112408.jpg   1      48.3986     4.6379     5.3309     5.8718     6.4351     5.0441     5.4745     5.8214     6.3858     4.8525     5.3510     5.8540     6.3923     5.1551     5.5352     5.8576     6.3886     5.1852     5.5776     5.8742     6.3992     5.0753     5.5023     5.8965     6.4584 
  95       113501.jpg       113502.jpg   1      51.8465     4.7973     5.1724     5.7050     6.2769     5.0162     5.3343     5.8342     6.3756     4.9580     5.3805     5.8343     6.3819     5.0083     5.4128     5.8930     6.4270     4.9607     5.3105     5.8466     6.3791     5.0801     5.4203     5.8631     6.4417 
  96       115700.jpg       115701.jpg   1      34.1289     5.3909     5.5860     5.9450     6.5110     5.3480     5.5810     5.8822     6.4284     5.3608     5.5605     5.8610     6.4063     5.3770     5.5633     5.8888     6.3874     5.3756     5.5658     5.9110     6.4678     5.3213     5.5378     5.9137     6.4998 
  97       115700.jpg       115702.jpg   1      85.7635     5.3534     5.5988     5.8745     6.4512     5.3815     5.5956     5.8498     6.4335     5.3766     5.6094     5.8798     6.4384     5.3454     5.5869     5.8693     6.4214     5.4360     5.5995     5.8538     6.4177     5.3679     5.5799     5.8997     6.5074 
  98       115701.jpg       115702.jpg   1     103.7852     5.4900     5.5839     5.8606     6.4284     5.3591     5.5764     5.8499     6.4066     5.3734     5.5781     5.8595     6.4058     5.3473     5.5737     5.8666     6.4576     5.3695     5.5536     5.8771     6.4160     5.3810     5.5576     5.8767     6.4636 
  99       116000.jpg       116001.jpg   1      35.7604     5.1648     5.5510     5.8413     6.3901     5.3125     5.5716     5.8445     6.3844     5.3791     5.5950     5.8600     6.4162     5.3677     5.6028     5.8836     6.4370     5.3747     5.5760     5.8523     6.4508     5.2814     5.5841     5.8639     6.4513 
 100       116400.jpg       116401.jpg   1     168.6388     5.2467     5.4658     5.7132     6.3071     5.3041     5.5877     5.8473     6.3977     5.3932     5.5873     5.8897     6.4487     5.3600     5.5850     5.8563     6.4130     5.3595     5.5730     5.9144     6.4869     5.2882     5.5745     5.8956     6.4398 
 101       116401.jpg       116402.jpg   1      20.0412     5.1140     5.4922     5.6909     6.2385     5.3219     5.6053     5.8667     6.4041     5.4045     5.5904     5.8718     6.4189     5.3371     5.5865     5.8520     6.4025     5.3378     5.5745     5.8208     6.3938     5.2908     5.5837     5.8674     6.4153 
 102       116700.jpg       116702.jpg   1      81.0229     4.9139     5.4291     5.8873     6.4417     5.3541     5.5597     5.8568     6.4027     5.3934     5.5951     5.9018     6.4383     5.3236     5.5685     5.8857     6.4499     5.2655     5.5486     5.8703     6.4491     5.2050     5.4964     5.8636     6.4328 
 103       117200.jpg       117201.jpg   1      63.6808     5.0702     5.4103     5.8612     6.4031     5.3573     5.5734     5.9054     6.4910     5.3250     5.5683     5.8898     6.4540     5.2500     5.5188     5.8764     6.4050     5.2437     5.5547     5.8817     6.4511     5.2779     5.5640     5.8686     6.4041 
 104       117300.jpg       117301.jpg   1      38.4763     4.9091     5.3430     5.6268     6.1684     5.4576     5.5995     5.8916     6.3944     5.3823     5.6064     5.8462     6.3835     5.3604     5.5780     5.8724     6.4446     5.3879     5.5721     5.8379     6.4081     5.2867     5.5550     5.8119     6.3498 
 105       117301.jpg       117302.jpg   1     125.6512     4.8531     5.3642     5.6931     6.2592     5.4105     5.6264     5.8855     6.4507     5.3722     5.5933     5.8320     6.3810     5.3689     5.5775     5.8658     6.4193     5.3630     5.5568     5.8946     6.4876     5.3186     5.5685     5.8968     6.4413 
 106       117400.jpg       117401.jpg   1      23.1548     4.6558     5.2249     5.8246     6.3604     5.1846     5.5213     5.8615     6.4319     5.3126     5.5945     5.8996     6.4312     5.2058     5.5423     5.8793     6.4421     5.2379     5.5526     5.8288     6.3911     5.0858     5.5055     5.8020     6.3526 
 107       117402.jpg       117403.jpg   1      24.4847     4.5153     4.9594     5.7452     6.3030     5.1470     5.5357     5.8899     6.4370     5.2555     5.5837     5.9081     6.4521     5.2276     5.5523     5.8651     6.4487     5.1893     5.5608     5.8413     6.4024     5.0652     5.5199     5.8567     6.3869 
 108       118300.jpg       118302.jpg   1      97.3307     5.4238     5.5484     5.6246     6.1899     5.4121     5.5871     5.8174     6.4171     5.4183     5.5563     5.8259     6.3808     5.4403     5.6004     5.9129     6.4953     5.4023     5.5983     5.7788     6.3255     5.4517     5.6055     5.8622     6.3975 
 109       118302.jpg       118303.jpg   1     356.8728     5.4170     5.5880     5.8162     6.3588     5.4261     5.5850     5.8546     6.4239     5.4519     5.5995     5.8790     6.4291     5.4459     5.5707     5.8762     6.4406     5.4093     5.6120     5.8956     6.4238     5.4076     5.5790     5.9047     6.4949 
 110       118600.jpg       118601.jpg   1      31.2886     4.4346     4.9738     5.7798     6.3003     5.1849     5.5515     5.7966     6.3539     5.1663     5.5477     5.8705     6.4066     5.0432     5.5038     5.8679     6.4078     5.1122     5.4978     5.8589     6.4375     5.1054     5.5228     5.9002     6.4319 
 111       119200.jpg       119201.jpg   1      43.4418     4.7547     5.1282     5.8333     6.4319     5.0300     5.4177     5.8484     6.4092     5.1784     5.5089     5.8910     6.4601     5.0002     5.3710     5.8389     6.4045     4.9994     5.4054     5.8784     6.4142     5.0404     5.4677     5.8641     6.4651 
 112       119400.jpg       119401.jpg   1      32.2984     5.2746     5.5474     5.8130     6.3691     5.3915     5.5543     5.8536     6.4139     5.3727     5.5979     5.8563     6.4151     5.3700     5.5709     5.8642     6.4515     5.3728     5.5730     5.8450     6.4016     5.3706     5.5854     5.8823     6.4203 
 113       119500.jpg       119501.jpg   1      62.6838     4.4884     4.9977     5.7788     6.3563     5.2828     5.5640     5.8470     6.3973     5.3353     5.5976     5.8171     6.3850     5.3104     5.5693     5.8691     6.4069     5.3369     5.5623     5.8777     6.4115     5.2506     5.5583     5.8461     6.3726 
