   2       100301.jpg       100302.jpg   1       2.9390     5.3871     5.5862     5.6653     6.3109     5.4062     5.5669     5.8537     6.3966     5.4827     5.6017     5.8907     6.4395     5.4479     5.5923     5.8446     6.4121     5.4507     5.5942     5.8612     6.4553     5.4372     5.6240     5.9072     6.4598 
   3       100501.jpg       100503.jpg   1      29.1703     3.9818     4.4839     5.8310     6.4166     5.0815     5.4745     5.9031     6.4459     5.2151     5.5071     5.8696     6.4537     5.1411     5.4337     5.8732     6.4391     4.9927     5.4600     5.8604     6.4354     4.8882     5.3528     5.8554     6.4272 
   4       101100.jpg       101101.jpg   1      75.3234     5.4004     5.6037     5.7835     6.3864     5.4050     5.5885     5.8417     6.4276     5.3630     5.5808     5.8433     6.4343     5.4265     5.5935     5.8106     6.4178     5.3654     5.5968     5.8671     6.4381     5.3987     5.5920     5.8847     6.4778 
   5       101400.jpg       101402.jpg   1      28.7678     4.7701     5.2712     5.8298     6.3691     5.2963     5.5704     5.7067     6.3004     5.2246     5.5874     5.8250     6.4174     5.3042     5.6023     5.8801     6.4162     5.3097     5.5737     5.8271     6.4091     5.2271     5.5458     5.8901     6.4223 
   6       101600.jpg       101601.jpg   1      21.4819     4.4083     4.8271     5.6797     6.2630     5.0926     5.4817     5.8574     6.4588     5.1784     5.5110     5.8825     6.4516     5.2279     5.5560     5.8516     6.4382     5.1084     5.4883     5.8823     6.4316     5.0904     5.4956     5.8861     6.4378 
   7       101700.jpg       101701.jpg   1      19.8135     5.6722     5.9710     5.3952     5.9963     5.8615     6.0645     5.4228     6.0193     5.8631     6.0399     5.4284     5.9986     5.8574     6.0219     5.4387     6.0482     5.8909     6.0286     5.4073     6.0466     5.8423     6.0241     5.4156     6.0448 
   9       103100.jpg       103101.jpg   1      33.4352     5.3866     5.5827     5.8879     6.4489     5.4139     5.6014     5.8760     6.4251     5.4391     5.5767     5.8502     6.4364     5.4585     5.5901     5.9155     6.4816     5.4469     5.6083     5.8810     6.4187     5.4360     5.5741     5.8886     6.4718 
  10       103100.jpg       103900.jpg   1       0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 
  11       103100.jpg       103901.jpg   1      33.4352     5.3866     5.5827     5.8879     6.4489     5.4139     5.6014     5.8760     6.4251     5.4391     5.5767     5.8502     6.4364     5.4585     5.5901     5.9155     6.4816     5.4469     5.6083     5.8810     6.4187     5.4360     5.5741     5.8886     6.4718 
  12       103101.jpg       103102.jpg   1      24.4076     5.4018     5.6169     5.9034     6.4627     5.4180     5.5911     5.9110     6.4891     5.4383     5.5830     5.8862     6.4378     5.4313     5.6062     5.8876     6.4269     5.4174     5.5996     5.8913     6.4560     5.4555     5.6099     5.8880     6.4273 
  13       103101.jpg       103900.jpg   1      35.0447     5.4022     5.6053     5.8900     6.4607     5.4168     5.6076     5.8372     6.4089     5.4270     5.5999     5.8688     6.4219     5.4373     5.5800     5.8638     6.4221     5.4276     5.5918     5.8408     6.3836     5.4021     5.6117     5.8653     6.4569 
  14       103101.jpg       103901.jpg   1       0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 
  15       103101.jpg       103902.jpg   1      24.4076     5.4018     5.6169     5.9034     6.4627     5.4180     5.5911     5.9110     6.4891     5.4383     5.5830     5.8862     6.4378     5.4313     5.6062     5.8876     6.4269     5.4174     5.5996     5.8913     6.4560     5.4555     5.6099     5.8880     6.4273 
  16       103102.jpg       103901.jpg   1      20.2741     5.4161     5.5977     5.8878     6.4353     5.4662     5.6085     5.8661     6.4684     5.4670     5.6082     5.8825     6.4630     5.4510     5.5867     5.8945     6.4490     5.4226     5.6012     5.9007     6.4760     5.4297     5.6116     5.8673     6.3943 
  17       103102.jpg       103902.jpg   1       0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 
  18       103400.jpg       103401.jpg   1       5.8750     5.3681     5.5829     5.8097     6.3895     5.4391     5.5996     5.8439     6.4115     5.4012     5.5782     5.8695     6.4435     5.3990     5.6053     5.8739     6.4314     5.4307     5.5769     5.8470     6.4386     5.4254     5.5946     5.8974     6.4324 
  19       103500.jpg       103501.jpg   1      21.0367     4.5876     5.0890     5.7948     6.3430     5.3996     5.5905     5.8714     6.4516     5.4058     5.5816     5.8537     6.4186     5.3924     5.6174     5.8819     6.4348     5.4486     5.5861     5.8270     6.3855     5.3221     5.5694     5.8463     6.4224 
  20       103500.jpg       103502.jpg   1      39.6152     4.7357     5.2476     5.8262     6.4142     5.3486     5.6006     5.8780     6.4273     5.4595     5.5993     5.8603     6.4580     5.4101     5.6059     5.9075     6.4418     5.3679     5.6096     5.8858     6.4815     5.3654     5.5659     5.8935     6.4306 
  21       103500.jpg       103503.jpg   1      31.9348     4.7816     5.2571     5.8197     6.3744     5.3438     5.5786     5.8590     6.4289     5.4660     5.6108     5.9123     6.4771     5.4434     5.6136     5.8470     6.4149     5.3856     5.6063     5.8492     6.4147     5.3286     5.5594     5.8385     6.3926 
  22       103501.jpg       103502.jpg   1      43.5271     4.7386     5.2537     5.8308     6.3546     5.3673     5.5892     5.8650     6.4112     5.3948     5.5751     5.8736     6.4320     5.3931     5.6128     5.8899     6.4099     5.3844     5.5638     5.8339     6.3941     5.2579     5.5801     5.8730     6.4892 
  23       103501.jpg       103503.jpg   1      56.6829     4.7567     5.2468     5.7744     6.3401     5.3384     5.5991     5.8757     6.4354     5.4292     5.6060     5.8895     6.4318     5.4680     5.6130     5.8938     6.4178     5.3527     5.5780     5.8948     6.4778     5.2968     5.5681     5.8643     6.4149 
  24       103502.jpg       103503.jpg   1      10.9134     4.8489     5.3309     5.8128     6.3622     5.2931     5.5870     5.8664     6.4050     5.3960     5.6031     5.8836     6.4107     5.4164     5.5778     5.9162     6.4584     5.3471     5.5878     5.8972     6.4774     5.2768     5.5740     5.8812     6.4181 
  28       103701.jpg       103702.jpg   1      44.2680     5.7590     6.0004     5.3228     5.9405     5.8665     6.0414     5.3924     5.9866     5.8626     6.0488     5.4029     6.0007     5.8342     6.0176     5.4288     6.0126     5.8801     6.0207     5.3789     5.9569     5.8194     6.0389     5.3738     5.9814 
  29       103900.jpg       103901.jpg   1      33.4352     5.3866     5.5827     5.8879     6.4489     5.4139     5.6014     5.8760     6.4251     5.4391     5.5767     5.8502     6.4364     5.4585     5.5901     5.9155     6.4816     5.4469     5.6083     5.8810     6.4187     5.4360     5.5741     5.8886     6.4718 
  30       103901.jpg       103902.jpg   1      24.4076     5.4018     5.6169     5.9034     6.4627     5.4180     5.5911     5.9110     6.4891     5.4383     5.5830     5.8862     6.4378     5.4313     5.6062     5.8876     6.4269     5.4174     5.5996     5.8913     6.4560     5.4555     5.6099     5.8880     6.4273 
  31       104000.jpg       104001.jpg   1      11.4568     5.2473     5.5621     5.8398     6.4186     5.3208     5.5609     5.9009     6.4654     5.3722     5.6090     5.8651     6.4324     5.3879     5.5925     5.8685     6.4172     5.3282     5.5824     5.8621     6.4161     5.3339     5.5770     5.8518     6.3949 
  32       104000.jpg       104002.jpg   1      10.7963     5.2279     5.5494     5.8304     6.3832     5.3208     5.5584     5.8764     6.4177     5.3666     5.5853     5.8679     6.4539     5.3407     5.5729     5.8681     6.4291     5.3466     5.5874     5.8784     6.4409     5.3239     5.5370     5.8508     6.4435 
  33       104000.jpg       104006.jpg   1      13.4660     5.2551     5.5597     5.8553     6.4521     5.3477     5.6117     5.8613     6.4079     5.3451     5.5653     5.8775     6.4476     5.3697     5.6057     5.9085     6.4710     5.3551     5.5811     5.8512     6.4247     5.3588     5.6096     5.8973     6.4524 
  34       104000.jpg       104101.jpg   1      58.6898     5.3308     5.5680     5.8947     6.4345     5.3856     5.5858     5.8866     6.4721     5.3750     5.5800     5.8509     6.4317     5.4258     5.5894     5.8988     6.4424     5.3804     5.5839     5.8472     6.4085     5.4020     5.6019     5.9129     6.4847 
  35       104001.jpg       104002.jpg   1       8.4314     5.2272     5.5502     5.8301     6.3978     5.3269     5.5827     5.8871     6.4283     5.3435     5.5843     5.8818     6.4500     5.3424     5.5990     5.8721     6.4448     5.3197     5.5635     5.8868     6.4236     5.3385     5.5588     5.8922     6.4124 
  36       104001.jpg       104006.jpg   1      11.4553     5.2494     5.5668     5.7895     6.3926     5.3701     5.5712     5.8839     6.4453     5.3020     5.5583     5.8986     6.4606     5.3656     5.5977     5.8697     6.4261     5.3504     5.5413     5.8555     6.4133     5.3463     5.5764     5.8578     6.4345 
  37       104001.jpg       104101.jpg   1      54.4529     5.3266     5.5760     5.8998     6.4296     5.4019     5.6128     5.8823     6.4103     5.4262     5.6067     5.8680     6.4289     5.3982     5.5827     5.8982     6.4557     5.3649     5.6311     5.8839     6.4820     5.4280     5.5845     5.8860     6.4643 
  38       104002.jpg       104006.jpg   1      13.6208     5.2324     5.5608     5.8503     6.4292     5.3774     5.5889     5.8178     6.3557     5.2930     5.5751     5.8834     6.4290     5.4203     5.5871     5.8766     6.4316     5.3405     5.6057     5.8855     6.4751     5.3484     5.5816     5.9103     6.4519 
  39       104002.jpg       104101.jpg   1      52.6993     5.3260     5.5551     5.9142     6.4338     5.4154     5.5977     5.8582     6.4492     5.3674     5.5959     5.8768     6.4674     5.3881     5.5860     5.8535     6.4460     5.3503     5.5780     5.8751     6.4565     5.3807     5.6122     5.8873     6.4725 
  40       104003.jpg       104004.jpg   1      12.2673     5.2996     5.5798     5.8264     6.3954     5.4073     5.5791     5.8624     6.4502     5.4421     5.6131     5.8721     6.4278     5.4234     5.6070     5.8298     6.4229     5.4408     5.6091     5.8881     6.4304     5.4221     5.6203     5.8486     6.4080 
  41       104005.jpg       104006.jpg   1      21.0959     5.2882     5.5573     5.8645     6.4352     5.3715     5.6122     5.8570     6.4186     5.3652     5.6127     5.8760     6.4458     5.4035     5.5863     5.9155     6.4639     5.4111     5.5961     5.9131     6.4917     5.4028     5.6181     5.9069     6.4455 
  42       104100.jpg       104101.jpg   1      66.7867     5.2603     5.5665     5.6671     6.2493     5.4178     5.5762     5.8356     6.3882     5.4095     5.5835     5.8813     6.5001     5.4007     5.6236     5.8938     6.4705     5.4360     5.6071     5.8935     6.4807     5.3987     5.6108     5.8100     6.3584 
  43       104300.jpg       104301.jpg   1     298.4389     5.4335     5.8973     5.3865     5.9881     5.8437     6.0508     5.3840     5.9930     5.7828     6.0427     5.4012     6.0300     5.7594     6.0441     5.4592     6.0541     5.6639     5.9988     5.4039     6.0205     5.7575     6.0099     5.4352     6.0292 
  44       104700.jpg       104701.jpg   1     363.7869     5.2862     5.5825     4.8564     5.4364     5.6973     5.9833     5.4305     6.0486     5.6763     5.9604     5.4146     6.0409     5.6994     5.9688     5.4542     6.0238     5.7103     5.9652     5.4236     5.9949     5.6529     5.9727     5.4255     6.0270 
  47       104901.jpg       104902.jpg   1     125.9019     5.4207     5.8344     5.4317     6.0609     5.6902     5.9690     5.4031     6.0123     5.8076     6.0135     5.4510     6.0246     5.7312     5.9931     5.4064     6.0576     5.6739     5.9914     5.4223     6.0177     5.7309     5.9948     5.4449     6.0349 
  48       105600.jpg       105601.jpg   1      37.7155     5.3243     5.5891     5.8171     6.4785     5.4115     5.5998     5.8487     6.3942     5.3827     5.6078     5.8420     6.3982     5.4125     5.6027     5.9001     6.4383     5.3673     5.5783     5.8752     6.4390     5.3528     5.5821     5.9289     6.5025 
  49       106000.jpg       106002.jpg   1      85.6717     5.6066     5.9666     5.1718     5.8492     5.7516     6.0301     5.3354     5.9533     5.8266     6.0552     5.4209     6.0069     5.8739     6.0613     5.4101     6.0090     5.8531     6.0276     5.4337     6.0339     5.8366     6.0294     5.4538     6.0363 
  50       106200.jpg       106201.jpg   1      18.3559     5.2532     5.5819     5.8296     6.4512     5.1484     5.5344     5.8835     6.4135     5.2789     5.5840     5.8629     6.4579     5.3486     5.6018     5.8558     6.4310     5.1246     5.5647     5.8873     6.4298     5.0928     5.5057     5.8484     6.3835 
  51       106200.jpg       106202.jpg   1      19.8435     5.1970     5.5780     5.8309     6.3877     5.1167     5.5276     5.8259     6.3747     5.1826     5.5879     5.8696     6.4316     5.2772     5.5555     5.8913     6.4626     5.1247     5.5389     5.8652     6.4352     5.0378     5.4701     5.9251     6.4739 
  52       106201.jpg       106202.jpg   1       9.1564     5.1518     5.5621     5.8224     6.3787     5.1226     5.5094     5.8594     6.3855     5.2031     5.5575     5.8835     6.4598     5.2505     5.6141     5.8728     6.4797     5.0312     5.4802     5.8620     6.4055     5.0481     5.4761     5.8934     6.4432 
  53       106500.jpg       106501.jpg   1     138.0683     5.7177     5.9561     5.3589     5.9909     5.8448     6.0380     5.3865     5.9714     5.8062     6.0149     5.4357     5.9922     5.8111     6.0398     5.4203     5.9901     5.8544     6.0372     5.4143     6.0117     5.8069     6.0334     5.4410     6.0486 
  55       106600.jpg       106602.jpg   1      23.0567     4.5164     5.0703     5.8721     6.3827     5.3860     5.6086     5.7048     6.3043     5.3989     5.5928     5.8565     6.4153     5.3372     5.6006     5.8910     6.4394     5.3547     5.5614     5.9139     6.4775     5.3618     5.5731     5.8740     6.4594 
  56       106601.jpg       106604.jpg   1      85.2647     4.4459     4.9201     5.4174     6.0421     5.8656     6.0680     5.3444     5.9518     5.7524     6.0161     5.4383     6.0278     5.8023     6.0525     5.4664     6.0777     5.8284     6.0371     5.4357     6.0179     5.8306     6.0189     5.4421     6.0424 
  57       106603.jpg       106604.jpg   1      34.8809     4.1536     4.7961     5.3701     6.0025     5.8589     6.0576     5.3508     5.9461     5.7384     6.0324     5.4339     6.0355     5.7996     6.0319     5.4417     6.0563     5.8648     6.0547     5.4152     6.0349     5.8433     6.0555     5.4644     6.0793 
  62       106900.jpg       106901.jpg   1      18.2754     5.7015     6.0280     5.1580     5.8510     5.8498     6.0423     5.4262     6.0132     5.8579     6.0422     5.3917     5.9904     5.8638     6.0499     5.4013     6.0069     5.8580     6.0582     5.3893     5.9731     5.8597     6.0484     5.4051     6.0047 
  63       107100.jpg       107101.jpg   1      72.6285     5.3075     5.5859     5.8564     6.4188     5.4232     5.6077     5.8852     6.4192     5.3970     5.6091     5.8861     6.4718     5.4055     5.5856     5.8769     6.4243     5.4592     5.5583     5.8632     6.4449     5.4399     5.6089     5.8809     6.4418 
  64       107200.jpg       107202.jpg   1      83.7082     5.2461     5.5740     5.6140     6.1500     5.4121     5.5882     5.8451     6.4188     5.4440     5.6261     5.8588     6.4568     5.4349     5.5839     5.8811     6.4435     5.4420     5.5763     5.8846     6.4411     5.4227     5.6135     5.8571     6.4203 
  66       107400.jpg       107401.jpg   1       4.4091     5.8338     6.0349     5.3385     5.9596     5.8752     6.0323     5.4179     6.0242     5.8590     6.0427     5.4262     6.0243     5.8802     6.0607     5.4057     6.0221     5.8872     6.0469     5.4146     5.9908     5.8898     6.0233     5.4270     6.0107 
  67       107600.jpg       107601.jpg   1       9.6649     5.3581     5.5919     5.8095     6.3845     5.4472     5.5915     5.9060     6.4890     5.4155     5.6068     5.8941     6.4539     5.4041     5.6053     5.9016     6.4180     5.4117     5.5832     5.8899     6.4199     5.3905     5.5833     5.8989     6.4460 
  68       108100.jpg       108101.jpg   1       7.7720     4.2686     4.8758     5.7964     6.4131     4.9318     5.3900     5.7629     6.3172     4.7566     5.2508     5.8774     6.4558     4.8902     5.3501     5.8192     6.4036     4.9703     5.3910     5.8251     6.4323     4.9709     5.3822     5.8567     6.4195 
  70       108104.jpg       108105.jpg   1     120.7671     4.2790     4.8260     5.8159     6.3672     5.0186     5.4474     5.7483     6.2866     4.8961     5.4009     5.8532     6.4130     4.8598     5.3206     5.8877     6.4439     4.8547     5.3689     5.8772     6.4034     4.8697     5.3881     5.8834     6.4272 
  71       109400.jpg       109401.jpg   1      63.3525     5.1909     5.4961     5.8830     6.4432     5.4433     5.5979     5.8609     6.4232     5.3385     5.5795     5.9128     6.4326     5.3859     5.6172     5.8832     6.4249     5.4201     5.5989     5.8860     6.4502     5.4070     5.5869     5.8914     6.4597 
  72       109400.jpg       109402.jpg   1     114.7200     5.2215     5.5045     5.8599     6.4186     5.4405     5.5875     5.8571     6.4035     5.4516     5.5924     5.8738     6.4252     5.3769     5.5865     5.8362     6.4111     5.4522     5.5992     5.8476     6.4037     5.4050     5.5986     5.8537     6.4124 
  73       109401.jpg       109402.jpg   1      68.7244     5.1050     5.4703     5.8636     6.4473     5.4315     5.6174     5.8566     6.4515     5.4178     5.6053     5.8519     6.4302     5.3921     5.5869     5.8288     6.4006     5.4570     5.5966     5.9026     6.4608     5.4005     5.5927     5.8839     6.4143 
  74       110100.jpg       110101.jpg   1     175.8587     5.4477     5.6123     5.4502     6.0521     5.4008     5.6039     5.8256     6.4210     5.4592     5.6019     5.8828     6.4539     5.4418     5.5978     5.8766     6.4423     5.4306     5.6110     5.8474     6.4228     5.4718     5.5895     5.8713     6.4037 
  75       110301.jpg       110302.jpg   1      33.9643     5.4046     5.9577     5.3930     5.9953     5.8506     6.0046     5.4121     6.0147     5.8366     6.0580     5.4529     6.0609     5.8353     6.0155     5.4273     6.0269     5.8628     6.0480     5.4447     6.0286     5.8284     6.0349     5.4384     6.0608 
  77       110800.jpg       110802.jpg   1      42.3102     5.3055     5.5826     5.6831     6.2459     5.3856     5.5964     5.8860     6.4460     5.3986     5.5863     5.8732     6.3897     5.3777     5.5758     5.8461     6.4140     5.3884     5.6129     5.8710     6.4470     5.3739     5.6120     5.8673     6.3899 
  79       110900.jpg       110901.jpg   1      79.4626     4.8605     5.4186     5.8700     6.4174     5.3324     5.6274     5.8235     6.4209     5.2467     5.5551     5.8944     6.4890     5.4649     5.5695     5.8962     6.4536     5.3776     5.5812     5.8899     6.4072     5.3646     5.6086     5.8314     6.4056 
