   2       100301.jpg       100302.jpg   1     126.5000     5.9785     1.0000     8.2827     0.9486     2.9390     5.7353 
   3       100501.jpg       100503.jpg   1     155.0000     7.0158    39.0000    35.4223     0.8659    29.1703     5.5886 
   4       101100.jpg       101101.jpg   1     470.0000     7.4894    55.3000   207.8910     0.7928    75.3234     5.7181 
   5       101400.jpg       101402.jpg   1     130.2000     7.1206    22.9000    18.9900     0.7406    28.7678     5.6373 
   6       101600.jpg       101601.jpg   1     102.1000     7.0129    37.9000    46.0646     0.8617    21.4819     5.5991 
   7       101700.jpg       101701.jpg   1     385.4000     7.4218    14.2000    80.7176     0.9018    19.8135     5.7180 
   9       103100.jpg       103101.jpg   1     283.0000     7.6286    31.0000    79.0057     0.8784    33.4352     5.7603 
  10       103100.jpg       103900.jpg   1       0.0000     0.0000     0.0000     0.0000     1.0000     0.0000     0.0000 
  11       103100.jpg       103901.jpg   1     283.0000     7.6286    31.0000    79.0057     0.8784    33.4352     5.7603 
  12       103101.jpg       103102.jpg   1     280.7000     7.6099    14.2000    58.4643     0.9096    24.4076     5.7606 
  13       103101.jpg       103900.jpg   1     277.2000     7.6301    31.0000    79.0057     0.8784    35.0447     5.7406 
  14       103101.jpg       103901.jpg   1       0.0000     0.0000     0.0000     0.0000     1.0000     0.0000     0.0000 
  15       103101.jpg       103902.jpg   1     280.7000     7.6099    14.2000    58.4643     0.9096    24.4076     5.7606 
  16       103102.jpg       103901.jpg   1     275.4000     7.6189    14.2000    58.4643     0.9096    20.2741     5.7634 
  17       103102.jpg       103902.jpg   1       0.0000     0.0000     0.0000     0.0000     1.0000     0.0000     0.0000 
  18       103400.jpg       103401.jpg   1     116.9000     7.6305     3.7000     4.0299     0.9586     5.8750     5.7333 
  19       103500.jpg       103501.jpg   1     195.2000     7.1526    16.1000    56.6307     0.8543    21.0367     5.6816 
  20       103500.jpg       103502.jpg   1     239.0000     7.2443    42.9000    52.9840     0.9050    39.6152     5.7104 
  21       103500.jpg       103503.jpg   1     229.9000     7.2310    31.2000    35.9906     0.8200    31.9348     5.6949 
  22       103501.jpg       103502.jpg   1     260.2000     7.2555    51.7000    34.0806     0.8647    43.5271     5.6868 
  23       103501.jpg       103503.jpg   1     271.1000     7.1948    53.2000   157.6977     0.7601    56.6829     5.7010 
  24       103502.jpg       103503.jpg   1     220.7000     7.1358     6.9000   107.0618     0.8241    10.9134     5.6931 
  28       103701.jpg       103702.jpg   1     281.2000     7.4096    39.2000    38.6185     0.8886    44.2680     5.7116 
  29       103900.jpg       103901.jpg   1     283.0000     7.6286    31.0000    79.0057     0.8784    33.4352     5.7603 
  30       103901.jpg       103902.jpg   1     280.7000     7.6099    14.2000    58.4643     0.9096    24.4076     5.7606 
  31       104000.jpg       104001.jpg   1     463.4000     6.9711     1.3000    13.9279     0.9532    11.4568     5.7094 
  32       104000.jpg       104002.jpg   1     476.5000     7.0919     1.6000     8.9440     0.9589    10.7963     5.7024 
  33       104000.jpg       104006.jpg   1     495.5000     7.2864     3.9000    44.6204     0.9383    13.4660     5.7167 
  34       104000.jpg       104101.jpg   1     540.6000     7.5842    47.7000   165.4508     0.8519    58.6898     5.7389 
  35       104001.jpg       104002.jpg   1     452.4000     6.7745     1.0000     0.8060     0.9674     8.4314     5.7105 
  36       104001.jpg       104006.jpg   1     494.5000     7.3045     4.8000   107.4843     0.9126    11.4553     5.7042 
  37       104001.jpg       104101.jpg   1     522.0000     7.5586    46.6000    90.8358     0.8641    54.4529     5.7431 
  38       104002.jpg       104006.jpg   1     500.0000     7.3252     3.4000    92.3941     0.9183    13.6208     5.7124 
  39       104002.jpg       104101.jpg   1     520.4000     7.5692    45.0000   104.0711     0.8626    52.6993     5.7382 
  40       104003.jpg       104004.jpg   1     510.5000     7.3050     3.6000     3.5464     0.9618    12.2673     5.7279 
  41       104005.jpg       104006.jpg   1     561.4000     7.4885    14.2000   110.7415     0.9100    21.0959     5.7344 
  42       104100.jpg       104101.jpg   1     508.6000     7.4010    71.3000    58.2495     0.8913    66.7867     5.7094 
  43       104300.jpg       104301.jpg   1     517.1000     7.2085   272.0000   325.4624     0.6980   298.4389     5.6451 
  44       104700.jpg       104701.jpg   1     574.2000     6.8080   465.2000  1123.2824     0.6328   363.7869     5.5805 
  47       104901.jpg       104902.jpg   1     410.2000     7.2806   202.0000   183.1989     0.9357   125.9019     5.6397 
  48       105600.jpg       105601.jpg   1     311.8000     7.4628    22.4000    37.0902     0.9228    37.7155     5.7311 
  49       106000.jpg       106002.jpg   1     265.3000     7.1592    72.2000   373.2009     0.7950    85.6717     5.6832 
  50       106200.jpg       106201.jpg   1     221.2000     7.0799     7.7000    15.1938     0.9386    18.3559     5.6681 
  51       106200.jpg       106202.jpg   1     220.0000     7.1220    18.0000    21.7830     0.9189    19.8435     5.6492 
  52       106201.jpg       106202.jpg   1     222.0000     7.0744     4.9000     3.5995     0.9150     9.1564     5.6396 
  53       106500.jpg       106501.jpg   1     287.5000     7.3574   105.1000   162.9759     0.8396   138.0683     5.7023 
  55       106600.jpg       106602.jpg   1     105.3000     6.8671    41.6000   128.0921     0.8190    23.0567     5.6827 
  56       106601.jpg       106604.jpg   1     183.6000     6.8480   110.0000   135.5869     0.7885    85.2647     5.6346 
  57       106603.jpg       106604.jpg   1     110.7000     5.9890    29.1000    61.7467     0.8832    34.8809     5.6344 
  62       106900.jpg       106901.jpg   1     326.1000     7.3003    14.9000    52.7578     0.9322    18.2754     5.6977 
  63       107100.jpg       107101.jpg   1     286.6000     7.5395    66.1000    65.6809     0.9162    72.6285     5.7404 
  64       107200.jpg       107202.jpg   1     225.4000     7.3870    69.7000   156.0560     0.8858    83.7082     5.7123 
  66       107400.jpg       107401.jpg   1      94.2000     7.4648     2.0000     1.1895     0.9622     4.4091     5.7426 
  67       107600.jpg       107601.jpg   1     185.9000     7.5278     7.5000     0.7933     0.9590     9.6649     5.7480 
  68       108100.jpg       108101.jpg   1      50.2000     6.9190    10.0000    58.9450     0.4543     7.7720     5.5131 
  70       108104.jpg       108105.jpg   1     210.2000     7.0999   184.1000   604.3531     0.6024   120.7671     5.5284 
  71       109400.jpg       109401.jpg   1     662.2000     7.5222    65.7000    50.3660     0.9179    63.3525     5.7322 
  72       109400.jpg       109402.jpg   1     761.5000     7.5137   129.8000   288.7390     0.9105   114.7200     5.7245 
  73       109401.jpg       109402.jpg   1     693.2000     7.4734    60.1000   156.6813     0.9074    68.7244     5.7257 
  74       110100.jpg       110101.jpg   1     811.4000     7.4040   154.4000   160.8257     0.8432   175.8587     5.7148 
  75       110301.jpg       110302.jpg   1     232.3000     7.1645    29.4000    65.1237     0.8577    33.9643     5.7017 
  77       110800.jpg       110802.jpg   1     212.4000     7.3512    41.7000   152.8104     0.8879    42.3102     5.7088 
  79       110900.jpg       110901.jpg   1     258.6000     7.1445    51.2000   219.1445     0.8181    79.4626     5.7097 
  80       111000.jpg       111001.jpg   1     197.5000     7.2997    27.9000    79.7777     0.8771    29.8691     5.6846 
  81       111000.jpg       111002.jpg   1     214.1000     7.2984    33.2000    65.4903     0.8566    33.8312     5.6701 
  82       111001.jpg       111002.jpg   1     143.4000     6.8905     1.7000     9.3465     0.9262     5.3126     5.6643 
  83       111400.jpg       111401.jpg   1     203.4000     7.2490    47.5000    57.1117     0.7371    72.7825     5.6814 
  84       111800.jpg       111801.jpg   1     292.8000     7.0312     7.1000     8.1912     0.9343    15.1344     5.6710 
  85       112000.jpg       112001.jpg   1     305.9000     7.1853    21.0000    11.1441     0.8834    32.8870     5.6114 
  86       112100.jpg       112101.jpg   1     144.0000     7.0220     0.8000     1.3133     0.9726     5.7680     5.7352 
  87       112401.jpg       112402.jpg   1     303.5000     7.4477    75.8000   139.3592     0.8158    89.7702     5.6921 
  88       112403.jpg       112404.jpg   1     158.2000     6.7885     4.4000    75.7441     0.7883     9.2222     5.5838 
  89       112404.jpg       112407.jpg   1     212.9000     7.1841    25.5000    39.9203     0.8186    31.2823     5.6413 
  90       112405.jpg       112406.jpg   1     229.6000     7.1042    83.3000    80.0850     0.7719    74.5198     5.6112 
  91       112405.jpg       112407.jpg   1     211.1000     7.0461    69.8000    70.4781     0.8238    62.2455     5.5735 
  92       112406.jpg       112407.jpg   1     186.9000     6.6978    35.6000    42.9291     0.8644    34.1453     5.5489 
  93       112406.jpg       112408.jpg   1     221.9000     7.1395    48.8000   152.7606     0.6783    48.3986     5.6018 
  95       113501.jpg       113502.jpg   1     343.6000     7.1863    35.3000    78.0713     0.7695    51.8465     5.5623 
  96       115700.jpg       115701.jpg   1     273.9000     7.6673    27.8000   145.5382     0.8175    34.1289     5.7472 
  97       115700.jpg       115702.jpg   1     336.2000     7.5678    71.8000    67.2082     0.7838    85.7635     5.7302 
  98       115701.jpg       115702.jpg   1     367.1000     7.5942    98.1000   124.6394     0.7728   103.7852     5.7285 
  99       116000.jpg       116001.jpg   1     281.6000     7.3669    26.7000    20.4028     0.8696    35.7604     5.6968 
 100       116400.jpg       116401.jpg   1     479.1000     7.4571   190.1000   123.6762     0.7366   168.6388     5.7009 
 101       116401.jpg       116402.jpg   1     327.8000     7.1243    14.1000    42.6967     0.8937    20.0412     5.6718 
 102       116700.jpg       116702.jpg   1     335.3000     7.5284    79.3000    58.4182     0.8213    81.0229     5.6899 
 103       117200.jpg       117201.jpg   1     430.6000     7.5440    50.8000   221.9321     0.8064    63.6808     5.6909 
 104       117300.jpg       117301.jpg   1     105.1000     6.9568    32.3000   171.3259     0.8239    38.4763     5.6748 
 105       117301.jpg       117302.jpg   1     219.7000     7.1190   144.7000   397.6157     0.8114   125.6512     5.6876 
 106       117400.jpg       117401.jpg   1     280.1000     6.9847    14.6000    45.9627     0.8740    23.1548     5.6307 
 107       117402.jpg       117403.jpg   1     219.7000     7.1121    13.8000   102.1013     0.7175    24.4847     5.6186 
 108       118300.jpg       118302.jpg   1     248.9000     7.4484   111.5000    97.2917     0.8625    97.3307     5.7108 
 109       118302.jpg       118303.jpg   1     539.8000     7.6246   253.4000   218.9104     0.9223   356.8728     5.7478 
 110       118600.jpg       118601.jpg   1      78.8000     7.1434    29.7000   124.8186     0.6258    31.2886     5.5947 
 111       119200.jpg       119201.jpg   1     270.2000     7.3091    70.4000    49.0336     0.7479    43.4418     5.5957 
 112       119400.jpg       119401.jpg   1     428.8000     7.2589    19.6000    34.4320     0.8841    32.2984     5.7075 
 113       119500.jpg       119501.jpg   1     207.6000     7.1803    50.4000   104.4123     0.8122    62.6838     5.6462 
 114       119601.jpg       119602.jpg   1     467.6000     7.4857   180.1000   193.2475     0.8192   193.9807     5.7327 
 115       120100.jpg       120101.jpg   1     249.8000     7.6712    11.3000     6.9560     0.9302    50.2796     5.7469 
 116       120700.jpg       120701.jpg   1     441.5000     7.2374   112.9000   107.2069     0.6978   103.6223     5.6021 
 117       120700.jpg       120703.jpg   1     360.0000     7.2542    36.6000    90.7203     0.7702    52.7562     5.5843 
 118       120701.jpg       120703.jpg   1     525.0000     7.1421   201.1000   186.1726     0.7344   196.3818     5.5904 
 119       120900.jpg       120901.jpg   1     537.1000     6.8810    15.4000    45.1414     0.8399    32.7140     5.6205 
 120       121400.jpg       121401.jpg   1     443.8000     7.1290    26.6000    70.8852     0.8916    34.4798     5.6582 
 121       122301.jpg       122302.jpg   1     508.1000     7.0618   307.4000   418.0083     0.7662   321.2478     5.6144 
 122       122400.jpg       122401.jpg   1     498.5000     7.1751     5.8000     4.9090     0.9411    17.8924     5.7064 
 123       122400.jpg       122402.jpg   1     612.4000     7.6394    55.5000   116.3098     0.8247    73.1880     5.7436 
 124       122401.jpg       122402.jpg   1     638.7000     7.6107    55.5000   135.2283     0.8227    62.9109     5.7376 
 125       122500.jpg       122501.jpg   1     381.1000     6.7839    35.1000    31.3509     0.9532    29.1517     5.5434 
 126       122600.jpg       122601.jpg   1     452.2000     6.6495     7.0000    30.3623     0.8156    19.4949     5.5655 
 127       122600.jpg       122602.jpg   1     460.7000     6.7748     7.2000    38.8053     0.7974    22.6867     5.5595 
 128       122601.jpg       122602.jpg   1     438.3000     6.6813     0.6000     0.8993     0.9471    13.3499     5.5566 
 129       122704.jpg       122705.jpg   1     219.9000     6.5051   102.9000   139.8218     0.9462    31.6224     5.5484 
 130       122800.jpg       122801.jpg   1     230.2000     6.5827     6.8000    10.8948     0.9554    13.7504     5.6453 
 131       122900.jpg       122901.jpg   1     294.5000     6.4834    18.3000    16.9637     0.9474    14.9374     5.5573 
 132       123000.jpg       123001.jpg   1     275.4000     7.2010    11.9000     7.4516     0.9257    18.1804     5.7292 
 133       123002.jpg       123003.jpg   1     154.5000     6.7986    18.4000     9.0101     0.9206    24.6317     5.6904 
 134       123600.jpg       123601.jpg   1     174.7000     7.1796     4.1000     1.8983     0.9263    13.0209     5.7132 
 135       123600.jpg       123602.jpg   1     167.3000     7.3362    13.1000    45.2237     0.8966    18.9890     5.7230 
 136       123601.jpg       123602.jpg   1     154.8000     7.3187     6.9000    50.4938     0.9047    14.3222     5.7306 
 137       123700.jpg       123701.jpg   1     216.1000     6.9531    78.2000   152.7296     0.8536    80.2466     5.6771 
 138       123800.jpg       123801.jpg   1     204.7000     7.1448    41.4000   384.9180     0.7016    40.3581     5.7005 
 139       123900.jpg       123901.jpg   1     291.2000     7.3289    93.8000   135.5582     0.7020   104.0700     5.6932 
 143       124100.jpg       124101.jpg   1     114.0000     7.2978    15.1000    16.1827     0.8156    27.2941     5.7162 
 144       124100.jpg       124201.jpg   1     140.0000     7.5273    47.5000   112.8862     0.7782    44.8436     5.7168 
 145       124200.jpg       124201.jpg   1     150.9000     7.2271    50.2000   117.2395     0.6579    54.6818     5.6911 
 146       124200.jpg       124202.jpg   1     141.9000     7.4012    38.1000    72.6713     0.7168    43.1280     5.6830 
 147       124201.jpg       124202.jpg   1      84.5000     7.1179     8.1000    10.3113     0.8710    11.4468     5.6610 
 148       124400.jpg       124402.jpg   1     235.8000     7.5250    60.9000    85.9241     0.8287    67.0990     5.7431 
 149       125100.jpg       125101.jpg   1     339.4000     7.2586     4.1000     5.2163     0.9186    14.3193     5.7059 
 150       125202.jpg       125203.jpg   1     262.8000     7.3268    18.8000     6.6430     0.9160    29.2532     5.7288 
 151       125500.jpg       125501.jpg   1     160.6000     7.0477    41.0000    49.4970     0.9074    38.9814     5.6154 
 152       125700.jpg       125701.jpg   1      13.0000     7.4520     4.1000     8.6222     0.7833     5.4264     5.6466 
 153       125700.jpg       125702.jpg   1      14.0000     7.4707     4.9000    11.5302     0.7899     6.6897     5.6395 
 154       125700.jpg       125703.jpg   1      17.6000     7.6493     8.4000    11.5676     0.8499    10.1437     5.7309 
 155       125700.jpg       125800.jpg   1     202.0000     7.5139   196.2000   219.7395     0.5195   197.2977     5.6929 
 156       125700.jpg       125801.jpg   1     201.8000     7.5431   195.8000   208.2708     0.4761   196.6059     5.7082 
 157       125700.jpg       125802.jpg   1     204.0000     7.5368   198.2000   228.6664     0.5482   199.1203     5.6869 
 158       125701.jpg       125702.jpg   1       3.9000     7.0067     1.4000     1.5385     0.9687     1.5725     5.5380 
 159       125701.jpg       125703.jpg   1      19.2000     7.5708     8.1000     7.2345     0.8046    11.1796     5.7169 
 160       125701.jpg       125800.jpg   1     201.4000     7.5384   195.9000   191.1428     0.5142   196.6135     5.7115 
 161       125701.jpg       125801.jpg   1     201.0000     7.5287   195.5000   182.8300     0.4244   196.1499     5.7030 
 162       125701.jpg       125802.jpg   1     203.0000     7.5486   197.8000   197.9786     0.5585   198.5631     5.7104 
 163       125702.jpg       125703.jpg   1      14.1000     7.5335     3.6000     3.4957     0.8292     6.2606     5.7247 
 164       125702.jpg       125800.jpg   1     173.9000     7.5673   168.5000   162.2686     0.5267   169.1320     5.7220 
 165       125702.jpg       125801.jpg   1     173.7000     7.5265   168.2000   154.6891     0.4368   168.5644     5.6919 
 166       125702.jpg       125802.jpg   1     175.2000     7.5030   170.2000   168.6060     0.5704   170.6413     5.7012 
 167       125703.jpg       125800.jpg   1     151.2000     7.7503   145.7000   149.0103     0.6128   146.1478     5.7378 
 168       125703.jpg       125801.jpg   1     151.2000     7.7170   145.3000   140.3490     0.5244   146.0110     5.7313 
 169       125703.jpg       125802.jpg   1     153.0000     7.7462   147.4000   155.8797     0.6484   147.9364     5.7324 
 170       125800.jpg       125801.jpg   1       4.3000     7.3310     0.1000     0.7433     0.8272     0.6448     5.6684 
 171       125800.jpg       125802.jpg   1       4.2000     7.3371     0.1000     0.4531     0.8945     0.5092     5.6529 
 172       125801.jpg       125802.jpg   1       3.9000     7.3654     0.1000     1.5259     0.7226     0.5839     5.6518 
 173       126001.jpg       126002.jpg   1     368.4000     7.4866    33.3000   167.4184     0.8764    35.4994     5.7473 
 174       126200.jpg       126201.jpg   1     183.2000     6.2059     8.3000    19.7183     0.9505    11.4503     5.4292 
 175       126400.jpg       126500.jpg   1     229.5000     6.8895   158.1000   245.2722     0.7111   126.3732     5.5728 
 176       126400.jpg       126501.jpg   1     135.8000     7.1695    18.2000    14.2383     0.8003    27.9925     5.6073 
 177       126401.jpg       126402.jpg   1      98.4000     6.4681     6.4000    15.0901     0.9455     8.9216     5.5652 
 178       126401.jpg       126502.jpg   1     241.0000     7.3318   115.9000   165.4054     0.7412    95.0093     5.6125 
 179       126402.jpg       126502.jpg   1     283.8000     7.3187   143.4000   220.0674     0.7324   122.5360     5.6247 
 180       126500.jpg       126501.jpg   1     232.5000     6.8969   157.5000   277.2284     0.6992   124.4756     5.5771 
 181       127100.jpg       127101.jpg   1     168.7000     7.5513    15.9000    27.0750     0.9163    20.4287     5.7261 
 182       127200.jpg       127201.jpg   1      95.9000     6.6361    25.8000    33.0184     0.8322    42.2270     5.5871 
 183       127400.jpg       127401.jpg   1       1.5000     7.0497     0.3000     0.8398     0.9047     0.9588     5.4261 
 184       127400.jpg       127402.jpg   1      21.0000     7.3029     1.4000     2.3551     0.6570    12.3551     5.6359 
