0   IMG_2591_h.JPG   IMG_2603_h.JPG  2   0.24824    409.0    358.7   1685.1    1 2.000   1 2.000
0   IMG_2591_h.JPG   IMG_2609_h.JPG  2   0.53660    497.9    336.3   2742.8    8 0.155   6 1.285
0   IMG_2596_h.JPG   IMG_2599_h.JPG  2   0.46781    779.0    374.3   2466.9    6 0.131   2 0.912
0   IMG_2596_h.JPG   IMG_2616_h.JPG  2   0.71476   1530.3   1037.3   4248.0    4 0.093   1 0.235
0   IMG_2598_h.JPG   IMG_2601_h.JPG  2   0.67851    348.9    196.7   1231.5    1 2.000   4 3.029
0   IMG_2598_h.JPG   IMG_2609_h.JPG  2   0.32360    638.8    472.1   3793.6    6 0.179   1 1.825
0   IMG_2601_h.JPG   IMG_2608_h.JPG  2   0.67916    317.1     92.8   1323.4    2 0.329   1 1.542
0   IMG_2606_h.JPG   IMG_2608_h.JPG  2   0.45295   1711.4   1358.7   5285.2    20 0.308   8 1.747
0   IMG_2618_h.JPG   IMG_2635_h.JPG  2   0.45500   1451.2    412.4  13010.8    45 0.145   21 1.556
0   IMG_2620_h.JPG   IMG_2632_h.JPG  2   0.63452   1761.3    972.1   8015.4    84 0.176   15 1.309
0   IMG_2637_h.JPG   IMG_2687_h.JPG  2   0.68004   1622.4    708.2   7461.0    82 0.235   33 1.429
0   IMG_2637_h.JPG   IMG_2749_h.JPG  2   0.62271   1347.8    340.8  11739.5    100 0.234   26 1.559
0   IMG_2638_h.JPG   IMG_2659_h.JPG  2   0.57096   1670.6    745.4   9978.5    50 0.179   15 1.415
0   IMG_2638_h.JPG   IMG_2697_h.JPG  2   0.68539   1386.8    355.1   8654.0    61 0.247   32 1.466
0   IMG_2639_h.JPG   IMG_2656_h.JPG  2   0.68298   1918.4   1058.7   9186.2    125 0.202   36 1.545
0   IMG_2639_h.JPG   IMG_2685_h.JPG  2   0.61114   1450.6    458.2  13346.7    115 0.180   33 1.410
0   IMG_2639_h.JPG   IMG_2694_h.JPG  2   0.70483   1523.3    500.3  10615.4    88 0.207   34 1.630
0   IMG_2639_h.JPG   IMG_2767_h.JPG  2   0.51151   2434.8   1463.4  12903.8    83 0.206   34 1.444
0   IMG_2640_h.JPG   IMG_2766_h.JPG  2   0.63933   1090.4    221.8   5921.4    131 0.203   36 1.321
0   IMG_2641_h.JPG   IMG_2656_h.JPG  2   0.79635    794.2    206.0   4515.0    98 0.266   43 1.437
0   IMG_2641_h.JPG   IMG_2705_h.JPG  2   0.68885    907.9    298.4   5739.1    91 0.213   27 1.296
0   IMG_2642_h.JPG   IMG_2693_h.JPG  2   0.77861   1019.8    381.8   8101.3    41 0.132   13 1.093
0   IMG_2644_h.JPG   IMG_2734_h.JPG  2   0.56602   2146.5   1543.3   7776.6    34 0.147   15 1.254
0   IMG_2646_h.JPG   IMG_2685_h.JPG  2   0.46293   2463.7   2164.7   9218.0    3 0.003   1 2.000
0   IMG_2646_h.JPG   IMG_2687_h.JPG  2   0.43809   2117.1   1821.2   7016.0    2 0.011   1 2.000
0   IMG_2646_h.JPG   IMG_2692_h.JPG  2   0.48761    349.1    153.5   1922.1    2 0.326   4 3.416
0   IMG_2646_h.JPG   IMG_2697_h.JPG  2   0.47386   2347.7   2002.9   7148.6    3 0.104   1 1.241
0   IMG_2650_h.JPG   IMG_2749_h.JPG  2   0.59504   1373.1    385.5   7618.3    62 0.232   21 1.557
0   IMG_2650_h.JPG   IMG_2755_h.JPG  2   0.69625   1197.4    416.8   5281.3    44 0.200   27 1.373
0   IMG_2650_h.JPG   IMG_2767_h.JPG  2   0.48661   1767.9    864.7   8716.7    43 0.232   10 1.211
0   IMG_2653_h.JPG   IMG_2685_h.JPG  2   0.70189   1919.5    796.6   8354.8    65 0.152   22 1.283
0   IMG_2653_h.JPG   IMG_2748_h.JPG  2   0.60661   2075.8   1213.9   8953.7    79 0.176   35 1.318
0   IMG_2653_h.JPG   IMG_2767_h.JPG  2   0.72551   2280.8   1308.2   7849.4    41 0.192   24 1.275
0   IMG_2653_h.JPG   IMG_2770_h.JPG  2   0.61202   2136.3    779.0   6562.2    62 0.175   22 1.328
0   IMG_2655_h.JPG   IMG_2667_h.JPG  2   0.73972   1437.8    662.0   5443.5    91 0.137   38 1.123
0   IMG_2655_h.JPG   IMG_2724_h.JPG  2   0.64615   1397.1    620.5   9844.8    91 0.187   29 1.342
0   IMG_2660_h.JPG   IMG_2670_h.JPG  2   0.44796   1200.5    677.5  16642.4    51 0.231   24 1.488
0   IMG_2662_h.JPG   IMG_2684_h.JPG  2   0.46752   1777.6    961.6  14588.0    58 0.182   14 1.664
0   IMG_2662_h.JPG   IMG_2685_h.JPG  2   0.42540   1443.5    681.8  14999.6    54 0.203   11 1.554
0   IMG_2663_h.JPG   IMG_2690_h.JPG  2   0.35145   4232.7   3725.0  18230.8    27 0.124   6 1.551
0   IMG_2663_h.JPG   IMG_2739_h.JPG  2   0.47803   5572.5   5178.8  18135.2    49 0.201   25 2.125
0   IMG_2665_h.JPG   IMG_2748_h.JPG  2   0.53354    916.5    364.8   2892.7    24 0.141   14 1.324
0   IMG_2666_h.JPG   IMG_2689_h.JPG  2   0.68051   1199.9    602.6   3952.3    25 0.150   14 1.414
0   IMG_2666_h.JPG   IMG_2776_h.JPG  2   0.58500    888.2    493.0   5141.5    40 0.189   16 1.434
0   IMG_2666_h.JPG   IMG_2783_h.JPG  2   0.39186   3322.9   2768.7  15209.8    33 0.221   22 1.643
0   IMG_2666_h.JPG   IMG_2784_h.JPG  2   0.38792   3281.2   2736.3  15730.4    38 0.219   14 1.456
