2       100301.jpg       100302.jpg  1   0.94857    119.0      0.6    897.2    1789 0.053   930 0.607
3       100501.jpg       100503.jpg  1   0.86587    163.7     36.9    841.5    168 0.123   34 0.977
5       101400.jpg       101402.jpg  1   0.74060    172.2     19.3    790.8    38 0.105   8 1.733
6       101600.jpg       101601.jpg  1   0.86168    129.3     27.0    571.1    20 0.190   3 1.465
9       103100.jpg       103101.jpg  1   0.87836    337.9     28.2   2997.0    34 0.223   9 1.300
10       103100.jpg       103900.jpg  1   1.00000      0.0      0.0      0.0    1190 0.000   1186 0.000
11       103100.jpg       103901.jpg  1   0.87836    337.9     28.2   2997.0    34 0.223   9 1.300
12       103101.jpg       103102.jpg  1   0.90963    350.1     11.2   3188.7    41 0.209   11 1.376
13       103101.jpg       103900.jpg  1   0.87836    344.9     28.2   3017.5    33 0.208   14 1.344
14       103101.jpg       103901.jpg  1   1.00000      0.0      0.0      0.0    1028 0.000   1028 0.000
15       103101.jpg       103902.jpg  1   0.90963    350.1     11.2   3188.7    41 0.209   11 1.376
16       103102.jpg       103901.jpg  1   0.90963    350.1     11.2   3176.5    38 0.210   12 1.391
17       103102.jpg       103902.jpg  1   1.00000      0.0      0.0      0.0    1073 0.000   1073 0.000
18       103400.jpg       103401.jpg  1   0.95857    140.9      2.7   1370.9    95 0.185   13 1.245
19       103500.jpg       103501.jpg  1   0.85432    244.6     16.4   1479.8    303 0.108   96 0.905
20       103500.jpg       103502.jpg  1   0.90502    299.3     27.9   1746.7    56 0.208   14 1.443
21       103500.jpg       103503.jpg  1   0.82005    290.0     16.0   1742.1    45 0.217   18 1.534
22       103501.jpg       103502.jpg  1   0.86474    328.0     36.4   2005.6    44 0.201   16 1.275
23       103501.jpg       103503.jpg  1   0.76009    341.9     38.0   2022.3    27 0.222   9 1.344
24       103502.jpg       103503.jpg  1   0.82410    278.4      7.1   1359.6    370 0.110   109 0.897
28       103701.jpg       103702.jpg  1   0.88861    335.7     38.7   2438.0    225 0.126   78 0.880
29       103900.jpg       103901.jpg  1   0.87836    337.9     28.2   2997.0    34 0.223   9 1.300
30       103901.jpg       103902.jpg  1   0.90963    350.1     11.2   3188.7    41 0.209   11 1.376
49       106000.jpg       106002.jpg  1   0.79501    368.6     84.6   4129.3    37 0.162   13 1.606
50       106200.jpg       106201.jpg  1   0.93859    248.5      5.7   1081.8    229 0.105   93 0.766
51       106200.jpg       106202.jpg  1   0.91892    249.5     13.3   1494.4    195 0.129   66 0.849
52       106201.jpg       106202.jpg  1   0.91497    260.0      3.7   1576.4    232 0.114   76 0.797
55       106600.jpg       106602.jpg  1   0.81902    140.8     34.5    842.3    70 0.122   39 1.376
57       106603.jpg       106604.jpg  1   0.88322    136.6     22.4    398.4    114 0.154   23 1.261
63       107100.jpg       107101.jpg  1   0.91622    366.3     61.0   3541.6    173 0.154   38 1.168
64       107200.jpg       107202.jpg  1   0.88579    266.8     63.0   2866.9    67 0.212   26 1.444
66       107400.jpg       107401.jpg  1   0.96217    117.2      0.6   1111.4    269 0.167   40 1.110
67       107600.jpg       107601.jpg  1   0.95897    199.4      2.0   1638.1    236 0.128   61 0.966
68       108100.jpg       108101.jpg  1   0.45433     61.0      8.3    485.9    46 0.247   5 1.289
75       110301.jpg       110302.jpg  1   0.85766    270.2     27.3   2983.4    150 0.073   83 0.866
77       110800.jpg       110802.jpg  1   0.88788    277.9     28.3   2112.1    57 0.228   12 1.460
79       110900.jpg       110901.jpg  1   0.81808    394.0     68.7   2428.8    64 0.074   35 1.066
80       111000.jpg       111001.jpg  1   0.87713    238.8     48.2   1067.2    73 0.050   53 0.531
81       111000.jpg       111002.jpg  1   0.85664    257.2     54.4   1122.7    49 0.105   26 0.732
82       111001.jpg       111002.jpg  1   0.92615    181.8      3.1    975.8    241 0.031   206 0.472
83       111400.jpg       111401.jpg  1   0.73714    246.7     54.1   1582.2    32 0.142   12 1.417
84       111800.jpg       111801.jpg  1   0.93434    332.5      8.0   1589.9    615 0.069   308 0.644
85       112000.jpg       112001.jpg  1   0.88344    372.8     11.6   2006.5    160 0.080   89 0.821
86       112100.jpg       112101.jpg  1   0.97258    161.5      0.3    478.8    627 0.053   374 0.622
87       112401.jpg       112402.jpg  1   0.81580    391.6     76.2   2441.6    130 0.113   55 1.075
88       112403.jpg       112404.jpg  1   0.78828    184.7      5.2    989.3    144 0.137   35 1.107
89       112404.jpg       112407.jpg  1   0.81862    270.6     22.6   1733.0    138 0.108   78 0.875
91       112405.jpg       112407.jpg  1   0.82385    250.9     60.2   1924.2    139 0.125   59 1.045
92       112406.jpg       112407.jpg  1   0.86440    225.7     34.1    936.7    206 0.100   100 0.986
93       112406.jpg       112408.jpg  1   0.67832    306.2     32.1   2067.0    115 0.158   23 1.147
99       116000.jpg       116001.jpg  1   0.86963    373.9     22.9   2618.0    198 0.142   61 0.934
104       117300.jpg       117301.jpg  1   0.82395    189.8     27.6   1726.3    21 0.108   8 1.105
106       117400.jpg       117401.jpg  1   0.87400    352.4     16.0   1588.6    215 0.092   118 0.803
107       117402.jpg       117403.jpg  1   0.71750    273.6     10.9   1569.6    127 0.165   21 0.969
110       118600.jpg       118601.jpg  1   0.62584     99.6     23.4    712.2    72 0.142   15 1.138
111       119200.jpg       119201.jpg  1   0.74789    341.5     50.6   1936.6    82 0.156   25 1.025
113       119500.jpg       119501.jpg  1   0.81218    236.1     65.6   1477.9    273 0.107   103 0.859
115       120100.jpg       120101.jpg  1   0.93022    299.6      3.1   5130.0    528 0.087   186 0.797
130       122800.jpg       122801.jpg  1   0.95537    320.2      6.8    988.3    129 0.080   68 0.820
131       122900.jpg       122901.jpg  1   0.94737    393.6     18.4   1013.3    352 0.022   311 0.447
132       123000.jpg       123001.jpg  1   0.92571    387.4      5.6   4084.2    317 0.055   215 0.737
