   2       100301.jpg       100302.jpg   1     126.5000     5.9785     1.0000     8.2827     0.9486 
   3       100501.jpg       100503.jpg   1     155.0000     7.0158    39.0000    35.4223     0.8659 
   4       101100.jpg       101101.jpg   1     470.0000     7.4894    55.3000   207.8910     0.7928 
   5       101400.jpg       101402.jpg   1     130.2000     7.1206    22.9000    18.9900     0.7406 
   6       101600.jpg       101601.jpg   1     102.1000     7.0129    37.9000    46.0646     0.8617 
   7       101700.jpg       101701.jpg   1     385.4000     7.4218    14.2000    80.7176     0.9018 
   9       103100.jpg       103101.jpg   1     283.0000     7.6286    31.0000    79.0057     0.8784 
  10       103100.jpg       103900.jpg   1       0.0000     0.0000     0.0000     0.0000     1.0000 
  11       103100.jpg       103901.jpg   1     283.0000     7.6286    31.0000    79.0057     0.8784 
  12       103101.jpg       103102.jpg   1     280.7000     7.6099    14.2000    58.4643     0.9096 
  13       103101.jpg       103900.jpg   1     277.2000     7.6301    31.0000    79.0057     0.8784 
  14       103101.jpg       103901.jpg   1       0.0000     0.0000     0.0000     0.0000     1.0000 
  15       103101.jpg       103902.jpg   1     280.7000     7.6099    14.2000    58.4643     0.9096 
  16       103102.jpg       103901.jpg   1     275.4000     7.6189    14.2000    58.4643     0.9096 
  17       103102.jpg       103902.jpg   1       0.0000     0.0000     0.0000     0.0000     1.0000 
  18       103400.jpg       103401.jpg   1     116.9000     7.6305     3.7000     4.0299     0.9586 
  19       103500.jpg       103501.jpg   1     195.2000     7.1526    16.1000    56.6307     0.8543 
  20       103500.jpg       103502.jpg   1     239.0000     7.2443    42.9000    52.9840     0.9050 
  21       103500.jpg       103503.jpg   1     229.9000     7.2310    31.2000    35.9906     0.8200 
  22       103501.jpg       103502.jpg   1     260.2000     7.2555    51.7000    34.0806     0.8647 
  23       103501.jpg       103503.jpg   1     271.1000     7.1948    53.2000   157.6977     0.7601 
  24       103502.jpg       103503.jpg   1     220.7000     7.1358     6.9000   107.0618     0.8241 
  28       103701.jpg       103702.jpg   1     281.2000     7.4096    39.2000    38.6185     0.8886 
  29       103900.jpg       103901.jpg   1     283.0000     7.6286    31.0000    79.0057     0.8784 
  30       103901.jpg       103902.jpg   1     280.7000     7.6099    14.2000    58.4643     0.9096 
  31       104000.jpg       104001.jpg   1     463.4000     6.9711     1.3000    13.9279     0.9532 
  32       104000.jpg       104002.jpg   1     476.5000     7.0919     1.6000     8.9440     0.9589 
  33       104000.jpg       104006.jpg   1     495.5000     7.2864     3.9000    44.6204     0.9383 
  34       104000.jpg       104101.jpg   1     540.6000     7.5842    47.7000   165.4508     0.8519 
  35       104001.jpg       104002.jpg   1     452.4000     6.7745     1.0000     0.8060     0.9674 
  36       104001.jpg       104006.jpg   1     494.5000     7.3045     4.8000   107.4843     0.9126 
  37       104001.jpg       104101.jpg   1     522.0000     7.5586    46.6000    90.8358     0.8641 
  38       104002.jpg       104006.jpg   1     500.0000     7.3252     3.4000    92.3941     0.9183 
  39       104002.jpg       104101.jpg   1     520.4000     7.5692    45.0000   104.0711     0.8626 
  40       104003.jpg       104004.jpg   1     510.5000     7.3050     3.6000     3.5464     0.9618 
  41       104005.jpg       104006.jpg   1     561.4000     7.4885    14.2000   110.7415     0.9100 
  42       104100.jpg       104101.jpg   1     508.6000     7.4010    71.3000    58.2495     0.8913 
  43       104300.jpg       104301.jpg   1     517.1000     7.2085   272.0000   325.4624     0.6980 
  44       104700.jpg       104701.jpg   1     574.2000     6.8080   465.2000  1123.2824     0.6328 
  47       104901.jpg       104902.jpg   1     410.2000     7.2806   202.0000   183.1989     0.9357 
  48       105600.jpg       105601.jpg   1     311.8000     7.4628    22.4000    37.0902     0.9228 
  49       106000.jpg       106002.jpg   1     265.3000     7.1592    72.2000   373.2009     0.7950 
  50       106200.jpg       106201.jpg   1     221.2000     7.0799     7.7000    15.1938     0.9386 
  51       106200.jpg       106202.jpg   1     220.0000     7.1220    18.0000    21.7830     0.9189 
  52       106201.jpg       106202.jpg   1     222.0000     7.0744     4.9000     3.5995     0.9150 
  53       106500.jpg       106501.jpg   1     287.5000     7.3574   105.1000   162.9759     0.8396 
  55       106600.jpg       106602.jpg   1     105.3000     6.8671    41.6000   128.0921     0.8190 
  56       106601.jpg       106604.jpg   1     183.6000     6.8480   110.0000   135.5869     0.7885 
  57       106603.jpg       106604.jpg   1     110.7000     5.9890    29.1000    61.7467     0.8832 
  62       106900.jpg       106901.jpg   1     326.1000     7.3003    14.9000    52.7578     0.9322 
  63       107100.jpg       107101.jpg   1     286.6000     7.5395    66.1000    65.6809     0.9162 
  64       107200.jpg       107202.jpg   1     225.4000     7.3870    69.7000   156.0560     0.8858 
  66       107400.jpg       107401.jpg   1      94.2000     7.4648     2.0000     1.1895     0.9622 
  67       107600.jpg       107601.jpg   1     185.9000     7.5278     7.5000     0.7933     0.9590 
  68       108100.jpg       108101.jpg   1      50.2000     6.9190    10.0000    58.9450     0.4543 
  70       108104.jpg       108105.jpg   1     210.2000     7.0999   184.1000   604.3531     0.6024 
  71       109400.jpg       109401.jpg   1     662.2000     7.5222    65.7000    50.3660     0.9179 
  72       109400.jpg       109402.jpg   1     761.5000     7.5137   129.8000   288.7390     0.9105 
  73       109401.jpg       109402.jpg   1     693.2000     7.4734    60.1000   156.6813     0.9074 
  74       110100.jpg       110101.jpg   1     811.4000     7.4040   154.4000   160.8257     0.8432 
  75       110301.jpg       110302.jpg   1     232.3000     7.1645    29.4000    65.1237     0.8577 
  77       110800.jpg       110802.jpg   1     212.4000     7.3512    41.7000   152.8104     0.8879 
  79       110900.jpg       110901.jpg   1     258.6000     7.1445    51.2000   219.1445     0.8181 
  80       111000.jpg       111001.jpg   1     197.5000     7.2997    27.9000    79.7777     0.8771 
  81       111000.jpg       111002.jpg   1     214.1000     7.2984    33.2000    65.4903     0.8566 
  82       111001.jpg       111002.jpg   1     143.4000     6.8905     1.7000     9.3465     0.9262 
  83       111400.jpg       111401.jpg   1     203.4000     7.2490    47.5000    57.1117     0.7371 
  84       111800.jpg       111801.jpg   1     292.8000     7.0312     7.1000     8.1912     0.9343 
  85       112000.jpg       112001.jpg   1     305.9000     7.1853    21.0000    11.1441     0.8834 
  86       112100.jpg       112101.jpg   1     144.0000     7.0220     0.8000     1.3133     0.9726 
  87       112401.jpg       112402.jpg   1     303.5000     7.4477    75.8000   139.3592     0.8158 
  88       112403.jpg       112404.jpg   1     158.2000     6.7885     4.4000    75.7441     0.7883 
  89       112404.jpg       112407.jpg   1     212.9000     7.1841    25.5000    39.9203     0.8186 
  90       112405.jpg       112406.jpg   1     229.6000     7.1042    83.3000    80.0850     0.7719 
  91       112405.jpg       112407.jpg   1     211.1000     7.0461    69.8000    70.4781     0.8238 
  92       112406.jpg       112407.jpg   1     186.9000     6.6978    35.6000    42.9291     0.8644 
  93       112406.jpg       112408.jpg   1     221.9000     7.1395    48.8000   152.7606     0.6783 
  95       113501.jpg       113502.jpg   1     343.6000     7.1863    35.3000    78.0713     0.7695 
  96       115700.jpg       115701.jpg   1     273.9000     7.6673    27.8000   145.5382     0.8175 
  97       115700.jpg       115702.jpg   1     336.2000     7.5678    71.8000    67.2082     0.7838 
  98       115701.jpg       115702.jpg   1     367.1000     7.5942    98.1000   124.6394     0.7728 
  99       116000.jpg       116001.jpg   1     281.6000     7.3669    26.7000    20.4028     0.8696 
 100       116400.jpg       116401.jpg   1     479.1000     7.4571   190.1000   123.6762     0.7366 
 101       116401.jpg       116402.jpg   1     327.8000     7.1243    14.1000    42.6967     0.8937 
 102       116700.jpg       116702.jpg   1     335.3000     7.5284    79.3000    58.4182     0.8213 
 103       117200.jpg       117201.jpg   1     430.6000     7.5440    50.8000   221.9321     0.8064 
 104       117300.jpg       117301.jpg   1     105.1000     6.9568    32.3000   171.3259     0.8239 
 105       117301.jpg       117302.jpg   1     219.7000     7.1190   144.7000   397.6157     0.8114 
 106       117400.jpg       117401.jpg   1     280.1000     6.9847    14.6000    45.9627     0.8740 
 107       117402.jpg       117403.jpg   1     219.7000     7.1121    13.8000   102.1013     0.7175 
 108       118300.jpg       118302.jpg   1     248.9000     7.4484   111.5000    97.2917     0.8625 
 109       118302.jpg       118303.jpg   1     539.8000     7.6246   253.4000   218.9104     0.9223 
 110       118600.jpg       118601.jpg   1      78.8000     7.1434    29.7000   124.8186     0.6258 
 111       119200.jpg       119201.jpg   1     270.2000     7.3091    70.4000    49.0336     0.7479 
 112       119400.jpg       119401.jpg   1     428.8000     7.2589    19.6000    34.4320     0.8841 
 113       119500.jpg       119501.jpg   1     207.6000     7.1803    50.4000   104.4123     0.8122 
 114       119601.jpg       119602.jpg   1     467.6000     7.4857   180.1000   193.2475     0.8192 
 115       120100.jpg       120101.jpg   1     249.8000     7.6712    11.3000     6.9560     0.9302 
