2       100301.jpg       100302.jpg  1   0.94857    119.0      0.6    897.2    1789 0.053   930 0.607
3       100501.jpg       100503.jpg  1   0.86587    163.7     36.9    841.5    168 0.123   34 0.977
4       101100.jpg       101101.jpg  1   0.79284    691.9     60.7   5863.9    93 0.171   28 1.288
5       101400.jpg       101402.jpg  1   0.74060    172.2     19.3    790.8    38 0.105   8 1.733
6       101600.jpg       101601.jpg  1   0.86168    129.3     26.9    571.1    20 0.190   3 1.465
7       101700.jpg       101701.jpg  1   0.90179    472.1     18.5   4054.4    281 0.122   72 1.010
9       103100.jpg       103101.jpg  1   0.87836    337.9     28.1   2997.0    34 0.223   9 1.300
10       103100.jpg       103900.jpg  1   1.00000      0.0      0.0      0.0    1190 0.000   1186 0.000
11       103100.jpg       103901.jpg  1   0.87836    337.9     28.1   2997.0    34 0.223   9 1.300
12       103101.jpg       103102.jpg  1   0.90963    350.1     11.2   3188.7    41 0.209   11 1.376
13       103101.jpg       103900.jpg  1   0.87836    344.9     28.1   3017.5    33 0.208   14 1.344
14       103101.jpg       103901.jpg  1   1.00000      0.0      0.0      0.0    1028 0.000   1028 0.000
15       103101.jpg       103902.jpg  1   0.90963    350.1     11.2   3188.7    41 0.209   11 1.376
16       103102.jpg       103901.jpg  1   0.90963    350.1     11.2   3176.5    38 0.210   12 1.391
17       103102.jpg       103902.jpg  1   1.00000      0.0      0.0      0.0    1073 0.000   1073 0.000
18       103400.jpg       103401.jpg  1   0.95857    140.9      2.7   1370.9    95 0.185   13 1.245
19       103500.jpg       103501.jpg  1   0.85432    244.6     16.4   1479.8    303 0.108   96 0.905
20       103500.jpg       103502.jpg  1   0.90502    299.3     27.9   1746.7    56 0.208   14 1.443
21       103500.jpg       103503.jpg  1   0.82005    290.0     16.1   1742.1    45 0.217   18 1.534
22       103501.jpg       103502.jpg  1   0.86474    328.0     36.4   2005.6    44 0.201   16 1.275
23       103501.jpg       103503.jpg  1   0.76009    341.9     38.0   2022.3    27 0.222   9 1.344
24       103502.jpg       103503.jpg  1   0.82410    278.4      7.2   1359.6    370 0.110   109 0.897
28       103701.jpg       103702.jpg  1   0.88861    335.7     38.7   2438.0    225 0.126   78 0.880
29       103900.jpg       103901.jpg  1   0.87836    337.9     28.1   2997.0    34 0.223   9 1.300
30       103901.jpg       103902.jpg  1   0.90963    350.1     11.2   3188.7    41 0.209   11 1.376
31       104000.jpg       104001.jpg  1   0.95320    501.8      0.6   1556.6    780 0.109   268 0.727
32       104000.jpg       104002.jpg  1   0.95887    523.1      0.4   2071.6    748 0.108   234 0.698
33       104000.jpg       104006.jpg  1   0.93831    552.7      1.6   3534.1    224 0.203   23 1.236
34       104000.jpg       104101.jpg  1   0.85189    598.5     23.6   4889.2    42 0.257   9 1.337
35       104001.jpg       104002.jpg  1   0.96744    470.5      0.4   1419.7    786 0.098   305 0.688
36       104001.jpg       104006.jpg  1   0.91256    554.3      2.7   3519.7    190 0.207   20 1.282
37       104001.jpg       104101.jpg  1   0.86410    609.8     24.1   4777.3    34 0.247   9 1.586
38       104002.jpg       104006.jpg  1   0.91828    546.8      1.9   3411.0    225 0.198   21 1.196
39       104002.jpg       104101.jpg  1   0.86262    601.0     23.4   4763.4    32 0.256   9 1.382
40       104003.jpg       104004.jpg  1   0.96179    599.9      1.2   2257.6    515 0.147   102 0.913
41       104005.jpg       104006.jpg  1   0.90995    625.5     17.3   4428.5    319 0.168   43 0.969
42       104100.jpg       104101.jpg  1   0.89127    563.7     61.2   3727.8    43 0.226   7 1.289
43       104300.jpg       104301.jpg  1   0.69797    664.3    245.7   4733.1    39 0.130   15 1.295
44       104700.jpg       104701.jpg  1   0.63275    603.9    482.1   1937.1    24 0.151   10 1.775
47       104901.jpg       104902.jpg  1   0.93569    449.9    176.6   2212.2    444 0.054   291 0.608
48       105600.jpg       105601.jpg  1   0.92279    437.4     21.8   2783.4    23 0.187   11 1.414
49       106000.jpg       106002.jpg  1   0.79501    368.6     84.7   4129.3    37 0.162   13 1.606
50       106200.jpg       106201.jpg  1   0.93859    248.5      5.7   1081.8    229 0.105   93 0.766
51       106200.jpg       106202.jpg  1   0.91892    249.5     13.3   1494.4    195 0.129   66 0.849
52       106201.jpg       106202.jpg  1   0.91497    260.0      3.7   1576.4    232 0.114   76 0.797
53       106500.jpg       106501.jpg  1   0.83964    350.3    111.0   1914.7    159 0.109   64 0.997
55       106600.jpg       106602.jpg  1   0.81902    140.8     34.5    842.3    70 0.122   39 1.376
56       106601.jpg       106604.jpg  1   0.78855    226.3    101.5   1260.1    49 0.152   24 1.226
57       106603.jpg       106604.jpg  1   0.88322    136.6     22.5    398.4    114 0.154   23 1.261
62       106900.jpg       106901.jpg  1   0.93221    407.0     11.6   2081.7    370 0.092   164 0.786
63       107100.jpg       107101.jpg  1   0.91622    366.3     61.0   3541.6    173 0.154   38 1.168
64       107200.jpg       107202.jpg  1   0.88579    266.8     62.9   2866.9    67 0.212   26 1.444
66       107400.jpg       107401.jpg  1   0.96217    117.2      0.6   1111.4    269 0.167   40 1.110
67       107600.jpg       107601.jpg  1   0.95897    199.4      2.1   1638.1    236 0.128   61 0.966
68       108100.jpg       108101.jpg  1   0.45433     61.0      8.3    485.9    46 0.247   5 1.289
70       108104.jpg       108105.jpg  1   0.60244    239.4    206.8   1666.7    42 0.210   23 1.772
71       109400.jpg       109401.jpg  1   0.91790    810.2     47.6   5241.2    38 0.215   7 1.239
72       109400.jpg       109402.jpg  1   0.91046    901.5    102.0   6209.6    36 0.223   10 1.387
73       109401.jpg       109402.jpg  1   0.90745    842.8     30.5   5683.0    37 0.242   2 1.222
74       110100.jpg       110101.jpg  1   0.84316    879.0    125.2   4083.6    13 0.241   1 2.000
75       110301.jpg       110302.jpg  1   0.85766    270.2     27.1   2983.4    150 0.073   83 0.866
